DATE	BOGNONBR	CPIAUCSL	FEDFUNDS	INDPRO	M1SL	PPIACO	RESBALNS	UNRATE
1913-01-01						12.1		
1913-02-01						12.0		
1913-03-01						12.0		
1913-04-01						12.0		
1913-05-01						11.9		
1913-06-01						11.9		
1913-07-01						12.0		
1913-08-01						12.0		
1913-09-01						12.2		
1913-10-01						12.2		
1913-11-01						12.1		
1913-12-01						11.9		
1914-01-01						11.8		
1914-02-01						11.8		
1914-03-01						11.7		
1914-04-01						11.7		
1914-05-01						11.6		
1914-06-01						11.6		
1914-07-01						11.6		
1914-08-01						12.0		
1914-09-01						12.1		
1914-10-01						11.7		
1914-11-01						11.7		
1914-12-01						11.6		
1915-01-01						11.8		
1915-02-01						11.8		
1915-03-01						11.8		
1915-04-01						11.8		
1915-05-01						11.9		
1915-06-01						11.8		
1915-07-01						11.9		
1915-08-01						11.8		
1915-09-01						11.8		
1915-10-01						12.1		
1915-11-01						12.3		
1915-12-01						12.8		
1916-01-01						13.3		
1916-02-01						13.5		
1916-03-01						13.9		
1916-04-01						14.1		
1916-05-01						14.2		
1916-06-01						14.3		
1916-07-01						14.4		
1916-08-01						14.7		
1916-09-01						15.0		
1916-10-01						15.7		
1916-11-01						16.8		
1916-12-01						17.1		
1917-01-01						17.6		
1917-02-01						18.0		
1917-03-01						18.5		
1917-04-01						19.7		
1917-05-01						20.8		
1917-06-01						21.0		
1917-07-01						21.2		
1917-08-01						21.5		
1917-09-01						21.3		
1917-10-01						21.1		
1917-11-01						21.2		
1917-12-01						21.2		
1918-01-01						21.6		
1918-02-01						21.1		
1918-03-01						21.8		
1918-04-01						22.1		
1918-05-01						22.1		
1918-06-01						22.2		
1918-07-01						22.7		
1918-08-01						23.2		
1918-09-01						23.7		
1918-10-01						23.5		
1918-11-01						23.5		
1918-12-01						23.5		
1919-01-01				5.0124		23.2		
1919-02-01				4.7908		22.4		
1919-03-01				4.6524		22.6		
1919-04-01				4.7355		22.9		
1919-05-01				4.7632		23.3		
1919-06-01				5.0678		23.4		
1919-07-01				5.3724		24.3		
1919-08-01				5.4555		24.9		
1919-09-01				5.3447		24.3		
1919-10-01				5.2893		24.4		
1919-11-01				5.2062		24.9		
1919-12-01				5.2893		26.0		
1920-01-01				5.7878		27.2		
1920-02-01				5.7878		27.1		
1920-03-01				5.6770		27.3		
1920-04-01				5.3724		28.5		
1920-05-01				5.5109		28.8		
1920-06-01				5.5663		28.7		
1920-07-01				5.4278		28.6		
1920-08-01				5.4555		27.8		
1920-09-01				5.2616		26.8		
1920-10-01				5.0401		24.9		
1920-11-01				4.6247		23.0		
1920-12-01				4.3478		20.8		
1921-01-01				4.0985		19.6		
1921-02-01				4.0155		18.1		
1921-03-01				3.9047		17.7		
1921-04-01				3.9047		17		
1921-05-01				4.0155		16.6		
1921-06-01				3.9878		16.1		
1921-07-01				3.9601		16.1		
1921-08-01				4.0985		16.1		
1921-09-01				4.1262		16.1		
1921-10-01				4.3755		16.2		
1921-11-01				4.3201		16.2		
1921-12-01				4.2924		16		
1922-01-01				4.4585		15.7		
1922-02-01				4.6524		16		
1922-03-01				4.9016		16		
1922-04-01				4.7355		16.1		
1922-05-01				4.9847		16.6		
1922-06-01				5.2339		16.6		
1922-07-01				5.2339		17.1		
1922-08-01				5.1232		17		
1922-09-01				5.4001		17.1		
1922-10-01				5.7047		17.2		
1922-11-01				5.9539		17.3		
1922-12-01				6.1201		17.3		
1923-01-01				5.9816		17.6		
1923-02-01				6.0647		17.8		
1923-03-01				6.2586		18		
1923-04-01				6.3970		17.9		
1923-05-01				6.4801		17.5		
1923-06-01				6.4247		17.3		
1923-07-01				6.3693		17		
1923-08-01				6.2586		16.9		
1923-09-01				6.1201		17.2		
1923-10-01				6.0924		17.1		
1923-11-01				6.0924		17		
1923-12-01				5.9539		16.9		
1924-01-01				6.0924		17.2		
1924-02-01				6.2032		17.2		
1924-03-01				6.0924		17		
1924-04-01				5.8986		16.7		
1924-05-01				5.6493		16.5		
1924-06-01				5.4001		16.4		
1924-07-01				5.3170		16.5		
1924-08-01				5.5109		16.7		
1924-09-01				5.7047		16.7		
1924-10-01				5.8432		16.9		
1924-11-01				5.9540		17.1		
1924-12-01				6.1201		17.5		
1925-01-01				6.3140		17.7		
1925-02-01				6.3140		17.9		
1925-03-01				6.3140		17.9		
1925-04-01				6.3693		17.5		
1925-05-01				6.3416		17.5		
1925-06-01				6.2863		17.7		
1925-07-01				6.4524		18		
1925-08-01				6.3416		17.9		
1925-09-01				6.2586		17.8		
1925-10-01				6.5078		17.8		
1925-11-01				6.6463		18		
1925-12-01				6.7293		17.8		
1926-01-01				6.6186		17.8		
1926-02-01				6.6186		17.6		
1926-03-01				6.7017		17.3		
1926-04-01				6.7017		17.3		
1926-05-01				6.6463		17.3		
1926-06-01				6.7293		17.3		
1926-07-01				6.7570		17.1		
1926-08-01				6.8401		17.1		
1926-09-01				6.9509		17.2		
1926-10-01				6.9509		17.1		
1926-11-01				6.9232		17		
1926-12-01				6.8955		16.9		
1927-01-01				6.8678		16.4		
1927-02-01				6.9232		16.6		
1927-03-01				7.0063		16.5		
1927-04-01				6.8401		16.3		
1927-05-01				6.8955		16.2		
1927-06-01				6.8678		16.2		
1927-07-01				6.7847		16.2		
1927-08-01				6.7847		16.4		
1927-09-01				6.6740		16.6		
1927-10-01				6.5355		16.7		
1927-11-01				6.5355		16.6		
1927-12-01				6.5632		16.6		
1928-01-01				6.7017		16.6		
1928-02-01				6.7570		16.5		
1928-03-01				6.8124		16.5		
1928-04-01				6.7847		16.7		
1928-05-01				6.8678		16.8		
1928-06-01				6.9232		16.7		
1928-07-01				7.0063		16.8		
1928-08-01				7.1447		16.8		
1928-09-01				7.2001		17		
1928-10-01				7.3386		16.7		
1928-11-01				7.4770		16.5		
1928-12-01				7.6155		16.5		
1929-01-01				7.7263		16.5		
1929-02-01				7.6986		16.4		
1929-03-01				7.7263		16.6		
1929-04-01				7.8648		16.5		
1929-05-01				8.0032		16.3		
1929-06-01				8.0586		16.4		
1929-07-01				8.1694		16.6		
1929-08-01				8.0863		16.6		
1929-09-01				8.0309		16.6		
1929-10-01				7.8924		16.4		
1929-11-01				7.5047		16.1		
1929-12-01				7.1724		16.1		
1930-01-01				7.1724		15.9		
1930-02-01				7.1447		15.7		
1930-03-01				7.0340		15.5		
1930-04-01				6.9786		15.5		
1930-05-01				6.8678		15.3		
1930-06-01				6.6740		15		
1930-07-01				6.3693		14.5		
1930-08-01				6.2309		14.5		
1930-09-01				6.1201		14.5		
1930-10-01				5.9539		14.3		
1930-11-01				5.8155		14		
1930-12-01				5.6770		13.7		
1931-01-01				5.6493		13.5		
1931-02-01				5.6770		13.2		
1931-03-01				5.7878		13.1		
1931-04-01				5.8155		12.9		
1931-05-01				5.7324		12.6		
1931-06-01				5.5939		12.4		
1931-07-01				5.5109		12.4		
1931-08-01				5.3170		12.4		
1931-09-01				5.0678		12.3		
1931-10-01				4.8739		12.1		
1931-11-01				4.8185		12.1		
1931-12-01				4.7908		11.8		
1932-01-01				4.6524		11.6		
1932-02-01				4.5416		11.4		
1932-03-01				4.4862		11.4		
1932-04-01				4.1816		11.3		
1932-05-01				4.0431		11.1		
1932-06-01				3.9047		11		
1932-07-01				3.7939		11.1		
1932-08-01				3.9047		11.2		
1932-09-01				4.1539		11.3		
1932-10-01				4.2924		11.1		
1932-11-01				4.2924		11		
1932-12-01				4.2093		10.8		
1933-01-01				4.1262		10.5		
1933-02-01				4.1539		10.3		
1933-03-01				3.9047		10.4		
1933-04-01				4.1816		10.4		
1933-05-01				4.8739		10.8		
1933-06-01				5.6216		11.2		
1933-07-01				6.1478		11.9		
1933-08-01				5.8986		12		
1933-09-01				5.5663		12.2		
1933-10-01				5.2893		12.3		
1933-11-01				4.9847		12.3		
1933-12-01				5.0124		12.2		
1934-01-01				5.1785		12.4		
1934-02-01				5.4278		12.7		
1934-03-01				5.6770		12.7		
1934-04-01				5.6770		12.7		
1934-05-01				5.7878		12.7		
1934-06-01				5.6770		12.9		
1934-07-01				5.2893		12.9		
1934-08-01				5.2339		13.2		
1934-09-01				4.9293		13.4		
1934-10-01				5.1509		13.2		
1934-11-01				5.2062		13.2		
1934-12-01				5.5386		13.3		
1935-01-01				5.9816		13.6		
1935-02-01				6.0924		13.7		
1935-03-01				6.0647		13.7		
1935-04-01				5.9539		13.8		
1935-05-01				5.9539		13.8		
1935-06-01				6.0370		13.8		
1935-07-01				6.0370		13.7		
1935-08-01				6.2586		13.9		
1935-09-01				6.4247		13.9		
1935-10-01				6.6186		13.9		
1935-11-01				6.7570		13.9		
1935-12-01				6.8401		14		
1936-01-01				6.7293		13.9		
1936-02-01				6.5632		13.9		
1936-03-01				6.6463		13.7		
1936-04-01				7.0617		13.7		
1936-05-01				7.2001		13.5		
1936-06-01				7.3386		13.7		
1936-07-01				7.4770		13.9		
1936-08-01				7.5878		14		
1936-09-01				7.7263		14		
1936-10-01				7.8371		14		
1936-11-01				8.0586		14.2		
1936-12-01				8.3078		14.5		
1937-01-01				8.2801		14.8		
1937-02-01				8.3909		14.9		
1937-03-01				8.5848		15.1		
1937-04-01				8.5848		15.2		
1937-05-01				8.6125		15.1		
1937-06-01				8.5017		15		
1937-07-01				8.5571		15.2		
1937-08-01				8.5017		15.1		
1937-09-01				8.2248		15.1		
1937-10-01				7.6155		14.7		
1937-11-01				6.8678		14.4		
1937-12-01				6.2586		14.1		
1938-01-01				6.1201		14		
1938-02-01				6.0647		13.8		
1938-03-01				6.0647		13.7		
1938-04-01				5.9539		13.5		
1938-05-01				5.8155		13.5		
1938-06-01				5.8709		13.5		
1938-07-01				6.2032		13.6		
1938-08-01				6.5355		13.4		
1938-09-01				6.7293		13.5		
1938-10-01				6.8955		13.4		
1938-11-01				7.1724		13.4		
1938-12-01				7.2555		13.3		
1939-01-01				7.2555		13.3		
1939-02-01				7.3109		13.3		
1939-03-01				7.3386		13.2		
1939-04-01				7.3109		13.1		
1939-05-01				7.2832		13.1		
1939-06-01				7.4494		13		
1939-07-01				7.6709		13		
1939-08-01				7.7817		12.9		
1939-09-01				8.2525		13.6		
1939-10-01				8.6678		13.7		
1939-11-01				8.8894		13.6		
1939-12-01				8.8894		13.7		
1940-01-01				8.7786		13.7		
1940-02-01				8.5017		13.6		
1940-03-01				8.3078		13.5		
1940-04-01				8.4740		13.5		
1940-05-01				8.7232		13.5		
1940-06-01				9.0002		13.4		
1940-07-01				9.1109		13.4		
1940-08-01				9.1663		13.4		
1940-09-01				9.3602		13.4		
1940-10-01				9.4986		13.6		
1940-11-01				9.7202		13.7		
1940-12-01				10.0525		13.8		
1941-01-01				10.3017		13.9		
1941-02-01				10.6063		13.9		
1941-03-01				10.9386		14		
1941-04-01				10.9663		14.4		
1941-05-01				11.4648		14.6		
1941-06-01				11.5479		15		
1941-07-01				11.6864		15.3		
1941-08-01				11.8248		15.6		
1941-09-01				11.8248		15.8		
1941-10-01				11.9356		15.9		
1941-11-01				11.9910		15.9		
1941-12-01				12.1848		16.2		
1942-01-01				12.4341		16.5		
1942-02-01				12.6556		16.7		
1942-03-01				12.7941		16.8		
1942-04-01				12.4341		17		
1942-05-01				12.4617		17		
1942-06-01				12.4895		17		
1942-07-01				12.7941		17		
1942-08-01				13.1818		17.1		
1942-09-01				13.4864		17.2		
1942-10-01				13.9295		17.2		
1942-11-01				14.2618		17.3		
1942-12-01				14.5941		17.4		
1943-01-01				14.7326		17.5		
1943-02-01				15.1203		17.7		
1943-03-01				15.2310		17.8		
1943-04-01				15.4249		17.9		
1943-05-01				15.5356		17.9		
1943-06-01				15.4526		17.9		
1943-07-01				15.9233		17.8		
1943-08-01				16.2557		17.8		
1943-09-01				16.6711		17.8		
1943-10-01				16.9203		17.8		
1943-11-01				17.1418		17.7		
1943-12-01				16.9203		17.8		
1944-01-01				17.1141		17.8		
1944-02-01				17.2526		17.8		
1944-03-01				17.2249		17.9		
1944-04-01				17.2249		17.9		
1944-05-01				17.1142		17.9		
1944-06-01				17.0588		18		
1944-07-01				17.0311		17.9		
1944-08-01				17.2526		17.9		
1944-09-01				17.1418		17.9		
1944-10-01				17.1972		17.9		
1944-11-01				17.0588		18		
1944-12-01				17.0034		18		
1945-01-01				16.8372		18.1		
1945-02-01				16.7818		18.1		
1945-03-01				16.6710		18.1		
1945-04-01				16.3664		18.2		
1945-05-01				15.9234		18.3		
1945-06-01				15.5633		18.3		
1945-07-01				15.2034		18.3		
1945-08-01				13.6249		18.2		
1945-09-01				12.4064		18.1		
1945-10-01				11.9079		18.2		
1945-11-01				12.3510		18.4		
1945-12-01				12.4064		18.4		
1946-01-01				11.7140		18.4		
1946-02-01				11.1325		18.5		
1946-03-01				12.2956		18.8		
1946-04-01				12.0741		19		
1946-05-01				11.6310		19.1		
1946-06-01				12.3510		19.4		
1946-07-01				12.7664		21.5		
1946-08-01				13.2371		22.2		
1946-09-01				13.4864		21.4		
1946-10-01				13.7356		23.1		
1946-11-01				13.8187		24.1		
1946-12-01				13.9018		24.3		
1947-01-01		21.480		14.0679		24.5		
1947-02-01		21.620		14.1510		24.7		
1947-03-01		22.000		14.2341		25.3		
1947-04-01		22.000		14.1233		25.1		
1947-05-01		21.950		14.1787		25		
1947-06-01		22.080		14.1787		25		
1947-07-01		22.230		14.0956		25.3		
1947-08-01		22.400		14.1787		25.6		
1947-09-01		22.840		14.2895		26.1		
1947-10-01		22.910		14.4279		26.4		
1947-11-01		23.060		14.6218		26.7		
1947-12-01		23.410		14.6772		27.2		
1948-01-01		23.680		14.7603		27.7		3.4
1948-02-01		23.670		14.7880		27.2		3.8
1948-03-01		23.500		14.6218		27.2		4.0
1948-04-01		23.820		14.6495		27.4		3.9
1948-05-01		24.010		14.8987		27.5		3.5
1948-06-01		24.150		15.0926		27.7		3.6
1948-07-01		24.400		15.0926		28		3.6
1948-08-01		24.430		15.0372		28.2		3.9
1948-09-01		24.360		14.9264		28.1		3.8
1948-10-01		24.310		15.0372		27.8		3.7
1948-11-01		24.160		14.8433		27.8		3.8
1948-12-01		24.050		14.7049		27.6		4.0
1949-01-01		24.010		14.5664		27.3		4.3
1949-02-01		23.910		14.4280		26.8		4.7
1949-03-01		23.910		14.1510		26.8		5.0
1949-04-01		23.920		14.0679		26.5		5.3
1949-05-01		23.910		13.8741		26.3		6.1
1949-06-01		23.920		13.8464		26		6.2
1949-07-01		23.700		13.8187		26		6.7
1949-08-01		23.700		13.9572		26		6.8
1949-09-01		23.750		14.0956		26.1		6.6
1949-10-01		23.670		13.5695		26		7.9
1949-11-01		23.700		13.9295		26		6.4
1949-12-01		23.610		14.1787		25.9		6.6
1950-01-01		23.510		14.4279		25.9	16.520	6.5
1950-02-01		23.610		14.4833		26.1	16.146	6.4
1950-03-01		23.640		14.9541		26.1	16.081	6.3
1950-04-01		23.650		15.4526		26.1	15.898	5.8
1950-05-01		23.770		15.8126		26.4	15.941	5.5
1950-06-01		23.880		16.2834		26.6	16.194	5.4
1950-07-01		24.070		16.8095		27.3	16.253	5.0
1950-08-01		24.200		17.3357		27.9	16.273	4.5
1950-09-01		24.340		17.2249		28.4	16.602	4.4
1950-10-01		24.500		17.3357		28.6	16.731	4.2
1950-11-01		24.600		17.3080		29	16.742	4.2
1950-12-01		24.980		17.6126		29.7	17.391	4.3
1951-01-01		25.380		17.6680		30.5	18.088	3.7
1951-02-01		25.830		17.7788		30.9	18.907	3.4
1951-03-01		25.880		17.8618		30.9	19.207	3.4
1951-04-01		25.920		17.8895		30.8	19.324	3.1
1951-05-01		25.990		17.8342		30.7	18.892	3.0
1951-06-01		25.930		17.7511		30.5	19.309	3.2
1951-07-01		25.910		17.4741		30.3	19.229	3.1
1951-08-01		25.860		17.3080		30.1	19.174	3.1
1951-09-01		26.030		17.4188		30.1	19.396	3.3
1951-10-01		26.160		17.3911		30.1	19.868	3.5
1951-11-01		26.320		17.5295		30.1	19.794	3.5
1951-12-01		26.470		17.6403		30.1	20.310	3.1
1952-01-01		26.450		17.8341		30	20.470	3.2
1952-02-01		26.410		17.9449		29.8	19.995	3.1
1952-03-01		26.390		18.0003		29.8	20.207	2.9
1952-04-01		26.460		17.8341		29.6	19.777	2.9
1952-05-01		26.470		17.6680		29.6	19.767	3.0
1952-06-01		26.530		17.5018		29.5	20.140	3.0
1952-07-01		26.680		17.2249		29.6	20.535	3.2
1952-08-01		26.690		18.3326		29.8	20.306	3.4
1952-09-01		26.630		18.9972		29.6	20.514	3.1
1952-10-01		26.690		19.1911		29.5	20.611	3.0
1952-11-01		26.690		19.5788		29.3	20.744	2.8
1952-12-01		26.710		19.6896		29.1	21.180	2.7
1953-01-01		26.640		19.7449		29.1	20.958	2.9
1953-02-01		26.590		19.8557		29.1	20.520	2.6
1953-03-01		26.630		20.0219		29.2	20.416	2.6
1953-04-01		26.690		20.1050		29	20.007	2.7
1953-05-01		26.700		20.2157		29.1	19.897	2.5
1953-06-01		26.770		20.1326		29	20.287	2.5
1953-07-01		26.790		20.3819		29.4	19.653	2.6
1953-08-01		26.850		20.2711		29.3	19.526	2.7
1953-09-01		26.890		19.8557		29.4	19.552	2.9
1953-10-01		26.950		19.6896		29.2	19.536	3.1
1953-11-01		26.850		19.2188		29.1	19.718	3.5
1953-12-01		26.870		18.7480		29.2	19.920	4.5
1954-01-01		26.940		18.6095		29.4	20.179	4.9
1954-02-01		26.990		18.6649		29.3	19.557	5.2
1954-03-01		26.930		18.5542		29.3	19.573	5.7
1954-04-01		26.860		18.4434		29.4	19.392	5.9
1954-05-01		26.930		18.5542		29.4	19.533	5.9
1954-06-01		26.940		18.6096		29.2	19.670	5.6
1954-07-01		26.860	0.80	18.6372		29.3	19.164	5.8
1954-08-01		26.850	1.22	18.6095		29.3	18.478	6.0
1954-09-01		26.810	1.06	18.6372		29.2	18.403	6.1
1954-10-01		26.720	0.85	18.8588		29.1	18.893	5.7
1954-11-01		26.780	0.83	19.1634		29.2	19.207	5.3
1954-12-01		26.770	1.28	19.4126		29	19.279	5.0
1955-01-01		26.770	1.39	19.8557		29.2	19.114	4.9
1955-02-01		26.820	1.29	20.1050		29.3	18.819	4.7
1955-03-01		26.790	1.35	20.5757		29.2	18.635	4.6
1955-04-01		26.790	1.43	20.8250		29.3	18.800	4.7
1955-05-01		26.770	1.43	21.1573		29.1	18.746	4.3
1955-06-01		26.710	1.64	21.1850		29.3	18.715	4.2
1955-07-01		26.760	1.68	21.3511		29.3	18.824	4.0
1955-08-01		26.720	1.96	21.3234		29.4	18.728	4.2
1955-09-01		26.850	2.18	21.4619		29.6	18.711	4.1
1955-10-01		26.820	2.24	21.8219		29.6	18.870	4.3
1955-11-01		26.880	2.35	21.8773		29.5	18.902	4.2
1955-12-01		26.870	2.48	21.9604		29.5	19.240	4.2
1956-01-01		26.830	2.45	22.0988		29.7	19.138	4.0
1956-02-01		26.860	2.50	21.9050		29.8	18.709	3.9
1956-03-01		26.890	2.50	21.9050		29.9	18.924	4.2
1956-04-01		26.930	2.62	22.0712		30.1	18.847	4.0
1956-05-01		27.030	2.75	21.8773		30.3	18.735	4.3
1956-06-01		27.150	2.71	21.6835		30.3	18.933	4.3
1956-07-01		27.290	2.75	21.0188		30.2	18.836	4.4
1956-08-01		27.310	2.73	21.8773		30.4	18.783	4.1
1956-09-01		27.350	2.95	22.3758		30.6	19.024	3.9
1956-10-01		27.510	2.96	22.5696		30.6	18.939	3.9
1956-11-01		27.510	2.88	22.3758		30.7	19.169	4.3
1956-12-01		27.630	2.94	22.7081		30.8	19.535	4.2
1957-01-01		27.670	2.84	22.6250		31	19.295	4.2
1957-02-01		27.800	3.00	22.8466		31	18.816	3.9
1957-03-01		27.860	2.96	22.8189		31	18.884	3.7
1957-04-01		27.930	3.00	22.5142		31.1	19.087	3.9
1957-05-01		28.000	3.00	22.4312		31	18.827	4.1
1957-06-01		28.110	3.00	22.4866		31.1	18.982	4.3
1957-07-01		28.190	2.99	22.6250		31.3	19.129	4.2
1957-08-01		28.280	3.24	22.6250		31.4	18.834	4.1
1957-09-01		28.320	3.47	22.4312		31.3	18.956	4.4
1957-10-01		28.320	3.50	22.0988		31.2	19.040	4.5
1957-11-01		28.410	3.28	21.5727		31.3	18.958	5.1
1957-12-01		28.470	2.98	21.1573		31.4	19.420	5.2
1958-01-01		28.640	2.72	20.7696		31.5	19.296	5.8
1958-02-01		28.700	1.67	20.3265		31.5	19.000	6.4
1958-03-01		28.870	1.20	20.0773		31.7	18.730	6.7
1958-04-01		28.940	1.26	19.7450		31.6	18.394	7.4
1958-05-01		28.940	0.63	19.9388		31.7	18.223	7.4
1958-06-01		28.910	0.93	20.4650		31.6	18.600	7.3
1958-07-01		28.890	0.68	20.7696		31.6	18.609	7.5
1958-08-01		28.940	1.53	21.1850		31.6	18.580	7.4
1958-09-01		28.910	1.76	21.3788		31.6	18.425	7.1
1958-10-01		28.910	1.80	21.6281		31.5	18.476	6.7
1958-11-01		28.950	2.27	22.2650		31.6	18.540	6.2
1958-12-01		28.970	2.42	22.2927		31.6	18.899	6.2
1959-01-01	10.560	29.010	2.48	22.6250	138.9	31.7	18.889	6.0
1959-02-01	10.624	29.000	2.43	23.0681	139.4	31.7	18.570	5.9
1959-03-01	10.482	28.970	2.80	23.4004	139.7	31.7	18.431	5.6
1959-04-01	10.424	28.980	2.96	23.8989	139.7	31.8	18.678	5.2
1959-05-01	10.317	29.040	2.90	24.2589	140.7	31.8	18.552	5.1
1959-06-01	10.043	29.110	3.39	24.2866	141.2	31.7	18.454	5.0
1959-07-01	10.148	29.150	3.47	23.7050	141.7	31.7	18.683	5.1
1959-08-01	10.177	29.180	3.50	22.9019	141.9	31.6	18.591	5.2
1959-09-01	10.202	29.250	3.76	22.8743	141.0	31.7	18.622	5.5
1959-10-01	10.150	29.350	3.98	22.7081	140.5	31.6	18.607	5.7
1959-11-01	10.194	29.350	4.00	22.8466	140.4	31.5	18.612	5.8
1959-12-01	10.168	29.410	3.99	24.2589	139.9	31.5	18.660	5.3
1960-01-01	10.194	29.370	3.99	24.8958	140.0	31.6	18.537	5.2
1960-02-01	10.074	29.410	3.97	24.6743	139.9	31.6	17.947	4.8
1960-03-01	10.155	29.410	3.84	24.4528	139.8	31.8	17.776	5.4
1960-04-01	10.161	29.540	3.92	24.2589	139.6	31.8	17.864	5.2
1960-05-01	10.344	29.570	3.85	24.2312	139.6	31.7	17.938	5.1
1960-06-01	10.451	29.610	3.32	23.9266	139.6	31.7	18.014	5.4
1960-07-01	10.615	29.550	3.23	23.8435	140.2	31.7	18.204	5.5
1960-08-01	10.782	29.610	2.98	23.8158	141.3	31.6	18.110	5.6
1960-09-01	10.932	29.610	2.60	23.5666	141.2	31.6	17.688	5.5
1960-10-01	11.049	29.750	2.47	23.5389	140.9	31.7	17.872	6.1
1960-11-01	11.166	29.780	2.44	23.2066	140.9	31.7	17.717	6.1
1960-12-01	11.172	29.810	1.98	22.7635	140.7	31.7	16.680	6.6
1961-01-01	11.259	29.840	1.45	22.7912	141.1	31.8	16.718	6.6
1961-02-01	11.096	29.840	2.54	22.7635	141.6	31.8	16.523	6.9
1961-03-01	11.038	29.840	2.02	22.9020	141.9	31.8	16.445	6.9
1961-04-01	11.066	29.810	1.49	23.3727	142.1	31.6	16.460	7.0
1961-05-01	10.940	29.840	1.98	23.7327	142.7	31.5	16.419	7.1
1961-06-01	11.024	29.840	1.73	24.0650	142.9	31.3	16.551	6.9
1961-07-01	11.070	29.920	1.17	24.3420	142.9	31.5	16.557	7.0
1961-08-01	11.169	29.940	2.00	24.5635	143.5	31.5	16.690	6.6
1961-09-01	11.251	29.980	1.88	24.5358	143.8	31.5	16.804	6.7
1961-10-01	11.342	29.980	2.26	25.0066	144.1	31.5	17.093	6.5
1961-11-01	11.384	29.980	2.61	25.3943	144.8	31.5	17.172	6.1
1961-12-01	11.366	30.010	2.33	25.6158	145.2	31.6	17.267	6.0
1962-01-01	11.403	30.040	2.15	25.3943	145.2	31.7	17.192	5.8
1962-02-01	11.233	30.110	2.37	25.8097	145.7	31.7	16.917	5.5
1962-03-01	11.170	30.170	2.85	25.9482	146.0	31.7	16.951	5.6
1962-04-01	11.258	30.210	2.78	26.0035	146.4	31.6	17.057	5.6
1962-05-01	11.323	30.240	2.36	25.9758	146.8	31.5	17.149	5.5
1962-06-01	11.226	30.210	2.68	25.9205	146.6	31.5	17.204	5.5
1962-07-01	11.302	30.220	2.71	26.1697	146.5	31.6	17.257	5.4
1962-08-01	11.231	30.280	2.93	26.1974	146.6	31.6	17.138	5.7
1962-09-01	11.303	30.420	2.90	26.3635	146.3	31.9	17.236	5.6
1962-10-01	11.387	30.380	2.90	26.3912	146.7	31.7	17.372	5.4
1962-11-01	11.372	30.380	2.94	26.5020	147.3	31.7	16.702	5.7
1962-12-01	11.344	30.380	2.93	26.5020	147.8	31.6	16.917	5.5
1963-01-01	11.421	30.440	2.92	26.6958	148.3	31.6	16.937	5.7
1963-02-01	11.290	30.480	3.00	27.0005	148.9	31.5	16.712	5.9
1963-03-01	11.255	30.510	2.98	27.1666	149.2	31.5	16.701	5.7
1963-04-01	11.319	30.480	2.90	27.4159	149.7	31.4	16.696	5.7
1963-05-01	11.216	30.510	3.00	27.7482	150.4	31.5	16.760	5.9
1963-06-01	11.139	30.610	2.99	27.8313	150.4	31.6	16.825	5.6
1963-07-01	11.232	30.690	3.02	27.7205	151.3	31.7	16.952	5.6
1963-08-01	11.155	30.750	3.49	27.7759	151.8	31.6	16.730	5.4
1963-09-01	11.184	30.720	3.48	28.0528	152.0	31.6	16.887	5.5
1963-10-01	11.137	30.750	3.50	28.2466	152.6	31.6	16.930	5.5
1963-11-01	11.198	30.780	3.48	28.3851	153.6	31.7	17.037	5.7
1963-12-01	11.397	30.880	3.38	28.3297	153.3	31.6	17.251	5.5
1964-01-01	11.369	30.940	3.48	28.5790	153.7	31.8	17.285	5.6
1964-02-01	11.261	30.910	3.48	28.7728	154.3	31.6	17.009	5.4
1964-03-01	11.285	30.940	3.43	28.7728	154.5	31.6	17.151	5.4
1964-04-01	11.326	30.950	3.47	29.2436	154.8	31.6	17.092	5.3
1964-05-01	11.263	30.980	3.50	29.4098	155.3	31.5	17.096	5.1
1964-06-01	11.326	31.010	3.50	29.4928	155.6	31.5	17.336	5.2
1964-07-01	11.387	31.020	3.42	29.6867	156.8	31.6	17.417	4.9
1964-08-01	11.480	31.050	3.50	29.8805	157.8	31.6	17.320	5.0
1964-09-01	11.518	31.080	3.45	29.9913	158.7	31.7	17.593	5.1
1964-10-01	11.567	31.120	3.36	29.5759	159.2	31.7	17.725	5.1
1964-11-01	11.598	31.210	3.52	30.4898	160.0	31.7	17.801	4.8
1964-12-01	11.747	31.250	3.85	30.8498	160.3	31.7	17.979	5.0
1965-01-01	11.653	31.280	3.90	31.1821	160.7	31.8	18.007	4.9
1965-02-01	11.479	31.280	3.98	31.3760	160.9	31.9	17.793	5.1
1965-03-01	11.472	31.310	4.04	31.7913	161.5	31.9	17.848	4.7
1965-04-01	11.571	31.380	4.09	31.9298	162.0	32	18.067	4.8
1965-05-01	11.417	31.480	4.10	32.1790	161.7	32.1	18.043	4.6
1965-06-01	11.467	31.610	4.04	32.4283	162.2	32.4	18.197	4.6
1965-07-01	11.544	31.580	4.09	32.7329	163.0	32.4	18.329	4.4
1965-08-01	11.531	31.550	4.12	32.8713	163.7	32.4	18.015	4.4
1965-09-01	11.517	31.620	4.01	32.9544	164.8	32.4	18.160	4.3
1965-10-01	11.630	31.650	4.08	33.2868	166.0	32.5	18.332	4.2
1965-11-01	11.655	31.750	4.10	33.4252	166.7	32.6	18.201	4.1
1965-12-01	11.872	31.850	4.32	33.8406	167.8	32.8	18.757	4.0
1966-01-01	11.875	31.880	4.42	34.1729	169.1	32.9	18.813	4.0
